entity_id,entity_label,relation_id,relation_label,inverse,question,answer_id,entity_start,entity_end
Q273087,augusta savage,P172,ethnic group,False,what is the ethnic background of augusta savage,Q49085,6,7
Q16245857,matt palmer,P413,position played on team / speciality,False,what position does matt palmer play,Q193592,3,4
Q202937,stevie ray vaughan,P136,genre,False,what type of music does stevie ray vaughan record,Q9759,5,7
Q7513578,sikander bakht,P27,country of citizenship,False,which asian country is sikander bakht (cricketer) from,Q843,4,5
Q992049,fons bastijns,P27,country of citizenship,False,Which nationality does fons bastijns have,Q31,3,4
Q1166269,darkness,P495,country of origin,False,what country is darkness from,Q29,3,3
Q2407508,javier delgado,P413,position played on team / speciality,False,what is the position that javier delgado plays,Q193592,5,6
Q2736,association football,R641,sport,True,What a football team that plays in the EPL,Q18656,2,3
Q6895044,multiplayer video game,R404,game mode,True,what game can be played in multiplayer mode,Q5479090,6,1
Q4730128,all the great hits,P175,performer,False,Whose album is all the great hits,Q36290,3,6
Q10379507,matthew turner,P19,place of birth,False,Where exactly was matthew turner born,Q41262,3,4
Q2980724,la familia de al lado,P136,genre,False,What kind of tv program is the family next door,Q23745,2,6
Q179257,timbaland,P106,occupation,False,what is timbaland profession,Q183945,2,2
Q4176017,118p/shoemaker–levy,P61,discoverer or inventor,False,Who discovered the 118p/shoemaker-levy,Q216874,3,3
Q16297,william shatner,R50,author,True,what is a book written by william shatner,Q7714659,6,7
Q454032,amanda ooms,P21,sex or gender,False,what gender is amanda ooms,Q6581072,3,4
Q828322,platform game,R136,genre,True,What an example of a platform game,Q7446782,5,6
Q5222990,dariusz dźwigała,P19,place of birth,False,where was dariusz dzwigala born in,Q270,2,3
Q8260663,leanne li,P19,place of birth,False,where was the birth place of leanne li,Q8686,6,7
Q4773548,anthony synnot,P607,conflict,False,what historical event did anthony synnot participate in,Q362,4,5
Q6193499,jim bajor,P19,place of birth,False,Where was jim bajor born in,Q1166,2,3
Q7177346,peter tomlinson,P106,occupation,False,What is peter tomlinson  profession,Q947873,2,3
Q987724,eduardo verástegui,P21,sex or gender,False,What is eduardo verastegui gender,Q6581097,2,3
Q798576,the backyardigans,P495,country of origin,False,Where was the backyardigans made,Q16,2,3
Q73586,violin concerto,P826,tonality,False,What musical key is violin concerto in,Q283903,4,5
Q463854,elmira gafarova,P20,place of death,False,Where did elmira gafarova die,Q9248,2,3
Q177220,singer,R106,occupation,True,Name a singer.,Q7385240,2,2
Q231694,interscope records,R264,record label,True,Who is an artist with interscope records,Q1712037,5,6
Q6535434,levi horn,P27,country of citizenship,False,of what nationality is levi horn,Q30,4,5
Q552470,donovan leitch,R57,director,True,what is a work by donovan leitch (actor),Q3218407,5,6
Q8058511,young and dangerous: the prequel,P162,producer,False,who produced the film young and dangerous: the prequel,Q707336,4,8
Q598929,post-punk,R136,genre,True,What is the name of a post-punk album,Q6407730,6,6
Q93204,documentary film,R136,genre,True,what is a type of documentary film,Q3324734,5,6
Q46185,bass guitar,R1303,instrument,True,Who a musician from sweden that plays bass guitar,Q317481,7,8
Q3597122,11605 ranfagni,P61,discoverer or inventor,False,Who discovered 11605 ranfagni,Q983620,2,3
Q2166015,ronnie mcdowell,P264,record label,False,what record is produced by ronnie mcdowell,Q216364,5,6
Q61558,arnold ruge,P27,country of citizenship,False,what country is arnold ruge from,Q183,3,4
Q974232,dead island: riptide,P404,game mode,False,What gameplay mode does dead island: riptide have,Q6895044,4,6
Q804792,baldev raj chopra,R162,producer,True,What a film produced by baldev raj chopra,Q5646362,5,7
Q5584976,gordon chree,P27,country of citizenship,False,Where is gordon chree from,Q145,2,3
Q5538847,george edmund butler,P20,place of death,False,where in london did george edmund butler die,Q1143278,4,6
Q3067682,faye adams,P136,genre,False,what kind of music does faye adams play,Q45981,5,6
Q116297,johann konrad ammann,P106,occupation,False,What is johann konrad ammann profession,Q39631,2,4
Q8093,nintendo,R123,publisher,True,what game did nintendo publish,Q665790,3,3
Q177220,singer,R106,occupation,True,Who is a German singer,Q86398,4,4
Q169566,h. p. lovecraft,R50,author,True,Name a book that h. p. lovecraft penned,Q5306714,4,6
Q102728,ypres,R19,place of birth,True,Who was born in ypres,Q615166,4,4
Q916461,the jam,R175,performer,True,What a release from the jam,Q7019536,4,5
Q313371,erich wolfgang korngold,R86,composer,True,What is a film in which erich wolfgang korngold musically worked on,Q1194282,6,8
Q42107,majolus of cluny,P27,country of citizenship,False,which country is the majolus of cluny from,Q142,4,6
Q49085,african americans,R172,ethnic group,True,Name an african american person,Q15460492,2,3
Q318292,roger corman,R162,producer,True,what film did roger corman produce,Q3520094,3,4
Q4302061,dildar ali naseerabadi,P140,religion or worldview,False,what is dildar ali naseerabadi religion,Q432,2,4
Q7135542,paranormal cops,P495,country of origin,False,what country did paranormal cops originate in,Q30,3,4
Q58339,disco,R136,genre,True,What is the disco compilation album for KC and the sunshine band,Q5601168,3,3
Q908898,it's my life,P175,performer,False,what band has the album it my life,Q595705,5,7
Q5416253,eveline hill,P21,sex or gender,False,is eveline hill male or female,Q6581072,1,2
Q5188723,crossmaheart,P364,original language of film or TV show,False,in what language is the crossmaheart film spoken,Q1860,5,5
Q333560,"edward hawke, 1st baron hawke",P20,place of death,False,"Where did edward hawke, 1st baron hawke meet his death",Q2194010,2,6
Q5176050,hd 174179,P31,instance of,False,What type of celestial body is hd 174179,Q523,6,7
Q26800,arctic tern,P171,parent taxon,False,What is the higher classification of arctic tern,Q76366,6,7
Q40348,lawyer,R106,occupation,True,what was the name of a prominent lawyer during reconstruction,Q3809928,7,7
Q6967877,nat riddles,P21,sex or gender,False,What is the gender of nat riddles,Q6581097,5,6
Q350,cambridge,R19,place of birth,True,who was born in cambridge,Q3048124,4,4
Q1095377,clarence carter,P264,record label,False,which label does clarence carter work under,Q202440,3,4
Q6288092,joseph xavier grant,P607,conflict,False,What war did joseph xavier grant fight in,Q8740,3,5
Q299132,chamillionaire,R112,founded by,True,what organization was founded by chamillionaire,Q5069785,5,5
Q5256333,demonwarp,P136,genre,False,What kind of film is demonwarp,Q200092,5,5
Q5216935,daniel dawson,P21,sex or gender,False,what is daniel dawson gender,Q6581097,2,3
Q6957693,nadia gamal,P19,place of birth,False,Where was nadia gamel born,Q87,2,3
Q379673,kit carson,P20,place of death,False,where did kit carson die,Q3077930,2,3
Q488206,baldwin county,P17,country,False,what country is baldwin county in,Q30,3,4
Q6299331,juan carlos mosquera,P27,country of citizenship,False,Where is juan carlos mosquera from,Q739,2,4
Q2735603,the downtown fiction,P136,genre,False,What type of genre is the downtown fiction,Q11366,5,7
Q2669775,baysonqor,P20,place of death,False,what was  baysonqors reason for death,Q45313,2,2
Q1890970,manohara,P495,country of origin,False,what country is manohara based on,Q668,3,3
Q1508314,george sutherland,P20,place of death,False,which city did george sutherland die,Q222705,3,4
Q621294,alessandro cortini,P19,place of birth,False,where was alessandro cortini born,Q1891,2,3
Q2922966,boxing legends of the ring,P404,game mode,False,What gameplay mode does boxing legends of the ring have,Q6895044,4,8
Q78558,josef ressel,P27,country of citizenship,False,what is  josef ressels nationality,Q40,2,3
Q5670322,harry kirtley,P413,position played on team / speciality,False,Which football position does Harry Kirtley play,Q6037916,4,5
Q240228,supa dupa fly,P175,performer,False,whose album is supa dupa fly,Q155079,3,5
Q164444,funk,R136,genre,True,Name a funk album released in 2007 by a Dutch saxophonist.,Q5032137,2,2
Q8341,jazz,R136,genre,True,What the name of a jazz album,Q7549594,5,5
Q2815381,david lewis,R162,producer,True,Name a film produced by david lewis,Q582281,5,6
Q1189042,dennis coffey,P264,record label,False,What label was dennis coffey signed to,Q43327,3,4
Q2571152,rowley regis,R19,place of birth,True,Who was born in rowley regis,Q5544637,4,5
Q188478,brăila,R19,place of birth,True,Who is a famous person who was born in braila,Q1112954,9,9
Q437752,loudon wainwright iii,R175,performer,True,which album was made by the artist loudon wainwright iii,Q11975323,7,9
Q5779,banda aceh,R19,place of birth,True,which politician was born in banda aceh,Q7647367,5,6
Q355194,ari þorgilsson,P27,country of citizenship,False,What is ari thorgilsson nationality,Q189,2,3
Q4709860,albert c. martin jr.,P20,place of death,False,"where did albert c. martin, jr. pass away",Q49012,2,5
Q11299549,clayton tanner,P413,position played on team / speciality,False,what position does clayton tanner play in baseball,Q1048902,3,4
Q832514,the fourth state,P495,country of origin,False,Which country is the film the fourth state from,Q183,3,7
Q5188932,crotalaria longirostrata,P171,parent taxon,False,what is the classification of crotalaria longirostrata,Q311148,5,6
Q149840,2650 elinor,P397,parent astronomical body,False,What does 2650 elinor orbit,Q525,2,3
Q4799129,arthur horsfield,P413,position played on team / speciality,False,Which position is played by arthur horsfield,Q280658,5,6
Q2370912,sven authorsen,P27,country of citizenship,False,Which nation is sven authorsen from,Q183,3,4
Q226730,silent film,R136,genre,True,what a silent film from 1920,Q759384,2,3
Q5618316,gun glory,P136,genre,False,What type of film is gun glory,Q21590660,5,6
Q3720866,el caney,R276,location,True,what historic event happened at el caney,Q2887938,5,6
Q349211,"leka i, crown prince of albania",P140,religion or worldview,False,"Which religion does leka, crown prince of albania practice",Q432,3,7
Q53453,alain souchon,P27,country of citizenship,False,What country does alain souchon belong to,Q142,3,4
Q610163,small time crooks,P272,production company,False,which company produced small time crooks,Q5448886,3,5
Q268816,mitsuo senda,P21,sex or gender,False,Is mitsuo senda a male or female,Q6581097,1,2
Q16016078,barry brown,P27,country of citizenship,False,what is the nationality of barry brown,Q664,5,6
Q2975672,the secret agent,P57,director,False,which christian directed the secret agent,Q515274,3,5
Q155301,5370 taranis,P31,instance of,False,what kind of celestial object is 5370 taranis,Q3863,6,7
Q82858,sigmaringen,R19,place of birth,True,who was born in sigmaringen,Q73995,4,4
Q6258094,john skinner,P40,child,False,Who is john skinner father,Q8018486,2,3
Q930739,gastón suárez,P19,place of birth,False,what was gaston suarez place of birth,Q1014481,2,3
Q6375357,kate barry,P106,occupation,False,Who profession does kate barry hold,Q33231,3,4
Q7173858,peter emshwiller,P106,occupation,False,what is peter r. emshwiller occupation,Q33999,2,4
Q1996349,eufemio cabral,P27,country of citizenship,False,which country is eufemio cabral from,Q733,3,4
Q149888,2663 miltiades,P65,site of astronomical discovery,False,Where is the discovery site of 2663 miltiades,Q191684,6,7
Q2667524,hat-p-8,P59,constellation,False,What constellation is hat-p-8 apart of,Q8864,3,3
Q5073304,chapman pincher,P19,place of birth,False,what is the place of birth of chapman pincher,Q456624,7,8
Q3498448,stéphane ginsburgh,P264,record label,False,what label is stephane ginsburgh with,Q3502384,3,4
Q3284308,doomed for live – reunion 2002,P175,performer,False,which artist recorded doomed for live: reunion 2002,Q840197,3,7
Q1089303,bride of chucky,P344,director of photography,False,who is the cinematographer of bride of chucky,Q180029,5,7
Q9327640,nozomi hazuki,P27,country of citizenship,False,What nationality is nozomi hazuki,Q17,3,4
Q3100982,henry février,P27,country of citizenship,False,what is henry fevrier nationality,Q142,2,3
Q1840296,ella fitzgerald sings the jerome kern songbook,P175,performer,False,who is the artist of the album ella fitzgerald sings the jerome kern songbook,Q1768,7,13
Q2060027,the bachelor and the bobby-soxer,P58,screenwriter,False,who wrote the film the bachelor and the bobby-soxer,Q105118,2,8
Q16336217,aderbal freire filho,P106,occupation,False,What profession does Aderbal Freire Filho have,Q3387717,3,5
Q120040,daniel schweizer,P21,sex or gender,False,which gender is daniel schweizer,Q6581097,3,4
